,production_budget,worldwide_gross
3960,25000000,98406855
3961,14000000,115592104
3962,7000000,10765283
3963,3000000,156362
3964,9000,4584
3965,100000000,98227017
3966,70000000,160379930
3967,58000000,50365498
3968,23000000,36374700
3969,10000000,1049641
3970,42000000,36197221
3971,42000000,45688337
3972,25000000,81249176
3973,67500000,350976753
3974,12000000,103028188
3975,3000000,223652
3976,165000000,496511521
3977,31000000,160558438
3978,16000000,94812
3979,15000000,22018988
3980,65000000,156974557
3981,57000000,149217355
3982,23000000,151496097
3983,32500000,24159934
3984,14000000,35579177
3985,12000000,82497035
3986,40000000,25268680
3987,15000000,128955898
3988,12000000,123681790
3989,800000,462206
3990,750000,1011535
3991,220000000,757890267
3992,125000000,211856088
3993,22000000,77229695
3994,840000,3787689
3995,42000000,202812429
3996,10000000,4708127
3997,6000000,8446952
3998,4000000,442550
3999,80000000,677923379
4000,1100000,9297407
4001,1000000,5391992
4002,150000000,305270083
4003,85000000,173613482
4004,225000000,1519479547
4005,12500000,1100287
4006,11000000,10431506
4007,10000000,134639780
4008,30000000,54052249
4009,30000000,70768144
4010,20000000,33943049
4011,1200000,595018
4012,930000,30905
4013,25000000,96633833
4014,12000000,113373764
4015,12000000,1200346
4016,55000000,136143605
4017,33000000,41495213
4018,30000000,61623819
4019,26000000,30601801
4020,6000000,10106975
4021,5250000,20188740
4022,900000,7396
4023,135000,429448
4024,12000000,32700439
4025,45000000,377807404
4026,39000000,81150788
4027,12500000,3522153
4028,8000000,2721534
4029,5800000,15091
4030,65000000,180148897
4031,209000000,305218228
4032,37500000,120925697
4033,8900000,22744132
4034,1100000,56491
4035,215000000,654213485
4036,16000000,68582095
4037,10800000,484873045
4038,1000000,42411721
4039,1000000,101759490
4040,50000000,236799211
4041,3000000,1324299
4042,45000000,80594860
4043,70000000,61031932
4044,57500000,58085235
4045,120000,3090593
4046,185000000,554606532
4047,67500000,137489730
4048,21500000,74326015
4049,10000000,11766959
4050,1800000,23265132
4051,50000000,556016627
4052,20000000,66950887
4053,16000000,12519804
4054,7000000,170549753
4055,20000000,25361206
4056,6000000,16369708
4057,5700000,86051320
4058,3000000,12577401
4059,6000000,1673635
4060,5600000,14683763
4061,95000000,879765137
4062,17700000,14518884
4063,2500000,33349941
4064,275000000,1084439099
4065,225000,1109276
4066,55000000,67130045
4067,33000000,165552290
4068,10000000,4659110
4069,145000000,746921271
4070,125000000,402448265
4071,750000,4422318
4072,30000000,133085295
4073,200000000,1110526981
4074,40000000,55249159
4075,100000000,311979256
4076,60000000,108119662
4077,10000000,24660323
4078,4900000,6924321
4079,2500000,4934356
4080,270000,830700
4081,22000000,17216955
4082,35000000,31393201
4083,25000000,48530887
4084,17000000,10637281
4085,4000000,5966671
4086,26000000,54393637
4087,20000000,1065907
4088,14000000,82925064
4089,850000,1386088
4090,275000000,282778100
4091,40000000,20790486
4092,2000000,16610760
4093,65000000,273346281
4094,24200000,10447579
4095,300000,17241
4096,65000000,238940997
4097,37500000,58792011
4098,35000000,17967746
4099,12000000,35830713
4100,4600000,36751984
4101,60000000,47818913
4102,45000000,41467606
4103,15000000,57586606
4104,13000000,33069303
4105,6900000,44103982
4106,85000000,378505812
4107,30000000,170466405
4108,19000000,5714913
4109,17000000,116044347
4110,500000,314444
4111,85000000,208542162
4112,79000000,318146162
4113,30000000,197618160
4114,125000000,280355920
4115,95000000,104907746
4116,4000000,4230426
4117,35000000,35426759
4118,5000000,140619520
4119,2000000,17061
4120,1000000,11495204
4121,102000000,130673154
4122,20000000,55975672
4123,20000000,8300821
4124,14000000,11166615
4125,5000000,9109597
4126,2000000,2436
4127,150000000,238202668
4128,4300000,10212403
4129,9200000,5806666
4130,136200000,829724737
4131,49000000,71004627
4132,21000000,236412453
4133,11000000,25307405
4134,145000000,306900902
4135,120000000,607987022
4136,65000000,48164150
4137,19500000,29393634
4138,15000000,39238443
4139,10000000,8890094
4140,44500000,227140757
4141,42000000,73239258
4142,13500000,33035736
4143,10000000,3336053
4144,3000000,87727807
4145,200000,236806
4146,250000000,1017003568
4147,52500000,134612435
4148,40000000,41294674
4149,9700000,36787044
4150,60000000,217370736
4151,40000000,169590606
4152,35000000,90221182
4153,25000000,28012862
4154,100000000,449948323
4155,65000000,442169052
4156,25000000,120832383
4157,77600000,60680125
4158,45000000,73706
4159,20000000,34454631
4160,55000000,22597969
4161,30000000,115121608
4162,1500000,2592308
4163,195000000,197687603
4164,18000000,1199510
4165,13000000,42195766
4166,12500000,9376444
4167,12000000,12079308
4168,4500000,7838405
4169,4000000,25448707
4170,2500000,549632
4171,2000000,63555
4172,110000000,127983283
4173,55000000,110387072
4174,12000000,89309178
4175,5000000,60611845
4176,35000000,34480045
4177,30000000,48330757
4178,15000000,148095566
4179,50000000,214949716
4180,35000000,48543388
4181,10000000,31164747
4182,60000,4917
4183,28000000,112914167
4184,275000000,260002115
4185,61000000,132493015
4186,2500000,6916951
4187,250000,62375
4188,92000000,304249198
4189,50000000,60282876
4190,28000000,94050951
4191,40000000,74156610
4192,15000000,57907734
4193,4000000,4327
4194,3500000,27704111
4195,5400000,4728896
4196,200000000,1215392272
4197,10000000,3623609
4198,10000000,173472
4199,76000000,975216835
4200,2500000,32327255
4201,50000000,26387039
4202,32000000,27392609
4203,12800000,69821476
4204,5000000,31149251
4205,70000000,150562164
4206,25000000,9313302
4207,13000000,18733666
4208,140000000,375740705
4209,50000000,64477051
4210,15000000,47011449
4211,20000000,47666013
4212,15000000,9300336
4213,110000000,695941797
4214,30000000,60512680
4215,1700000,2507159
4216,22000000,15434375
4217,40000000,27000381
4218,500000,152449
4219,120000000,287916633
4220,1500000,1541131
4221,1250000,2940411
4222,1200000,2859955
4223,32500000,48425971
4224,26000000,81275291
4225,15000000,528731
4226,10000000,31556959
4227,17000000,97778356
4228,16000000,22594052
4229,1400000,1632
4230,900000,413733
4231,5000000,26853810
4232,190000000,467381584
4233,3450000,18309793
4234,3000000,11267511
4235,3000000,47469
4236,103000000,362000072
4237,160000000,789300444
4238,100000000,262794441
4239,3000000,23283672
4240,130000000,251499665
4241,75000000,342769200
4242,8300000,50827466
4243,6500000,3027956
4244,38000000,94763758
4245,15000000,61847
4246,15000000,20898221
4247,11000000,32943247
4248,10600000,261364
4249,225000000,667999518
4250,1000000,5892466
4251,200000000,743588329
4252,190000000,531514650
4253,150000000,205440387
4254,43000000,229727774
4255,23000000,13593473
4256,500000,1778
4257,58000000,93672764
4258,3000000,91266581
4259,90000000,200859554
4260,37000000,267816276
4261,135000000,286896578
4262,130000000,79076678
4263,84000000,137162560
4264,20000000,318000141
4265,5300000,440821
4266,4800000,4494560
4267,1000000,501289
4268,7000000,1268346
4269,115000000,416456852
4270,18000000,102912961
4271,1900000,285593
4272,1500000,4128828
4273,110000000,348547523
4274,500000,2141436
4275,35000000,175361578
4276,30000000,66742138
4277,1900000,10137234
4278,200000000,490359051
4279,30000000,19599974
4280,150000000,644602516
4281,19000000,76086711
4282,40000000,16173593
4283,30000000,177025498
4284,28000000,63129909
4285,18000000,43402515
4286,5000000,1075009
4287,2500000,35017
4288,60000000,75965567
4289,38600000,57987299
4290,20000000,47508505
4291,19200000,5617460
4292,500000,407100
4293,175000,2602
4294,18000000,11813989
4295,10000000,68541786
4296,5000000,100486616
4297,120000000,286192091
4298,50000000,238059569
4299,30000000,51078541
4300,5000000,161921515
4301,2000000,28864
4302,8000000,25621449
4303,46000000,113402302
4304,38000000,98230839
4305,20000000,16723377
4306,8000000,21970000
4307,78000000,274392649
4308,18000000,9082906
4309,8500000,22885836
4310,5500000,41268579
4311,190000000,351040419
4312,15000000,9307166
4313,70000000,103735965
4314,30000000,82409520
4315,26000000,6154172
4316,20000000,181025343
4317,8500000,10386814
4318,25000000,71009334
4319,15000000,160903019
4320,60000000,104100903
4321,11000000,56178935
4322,2500000,59922558
4323,55000000,220648184
4324,20000000,18273009
4325,5250000,22937201
4326,750000,1960521
4327,650000,171962
4328,17000000,72835710
4329,12000000,24761360
4330,12000000,29549145
4331,7000000,1933829
4332,150000000,1274234980
4333,130000000,864868047
4334,22000000,70536870
4335,12000000,98963392
4336,22000000,51695362
4337,17500000,7285135
4338,35000000,29890402
4339,40000000,97470701
4340,20000000,78613981
4341,3100000,123407
4342,32000000,126539117
4343,190000000,411002906
4344,80000000,247023808
4345,900000,17549645
4346,250000000,960366855
4347,40000000,257878294
4348,35000000,114962525
4349,25000000,52543354
4350,50000000,172185754
4351,80000000,130580730
4352,175000000,151716815
4353,100000000,391976723
4354,91000000,188536838
4355,40000000,69807260
4356,25000000,50738810
4357,30000000,143490
4358,22000000,30051905
4359,16000000,1844228
4360,4000000,4454853
4361,1000000,552614
4362,150000,32927
4363,170000000,771100771
4364,30000000,33339868
4365,16000000,1705908
4366,60000000,131377412
4367,30000000,122529966
4368,25000000,153733800
4369,7000000,36146087
4370,65000000,74575290
4371,7000000,15206330
4372,18000000,14189810
4373,8000000,53068955
4374,7000000,1857458
4375,200000000,708996336
4376,2600000,15298355
4377,600000,42557
4378,30000000,87956618
4379,20000000,93931360
4380,13000000,42174545
4381,60000000,22468620
4382,20000000,34718173
4383,13000000,50445860
4384,80000000,108469033
4385,28000000,38959900
4386,50000000,222383055
4387,22000000,70949793
4388,1700000,12231500
4389,5000000,86362372
4390,61000000,368567189
4391,16000000,20769209
4392,6500000,256873813
4393,1400000,1945420
4394,15000000,52501541
4395,66000000,194169619
4396,10000000,7843145
4397,6000000,3485383
4398,200000,3648
4399,85000000,276014965
4400,55000000,79312301
4401,26000000,2923959
4402,10000000,1069454
4403,1150000,63777092
4404,100000,59424
4405,130000000,352831065
4406,35000000,18376443
4407,300000,3496
4408,170000000,714401889
4409,13300000,7229933
4410,4500000,11774
4411,12000000,100919111
4412,100000000,103039258
4413,4000000,21206861
4414,40000000,195111193
4415,28000000,73421224
4416,420000,435168
4417,34000000,10392666
4418,2300000,59696
4419,165000000,668913307
4420,160000000,529076069
4421,25000000,39217912
4422,16000000,7585011
4423,200000000,747862775
4424,45000000,127990741
4425,180000000,758536735
4426,40000000,86778557
4427,44000000,12342632
4428,178000000,370541256
4429,12000000,307166834
4430,4357373,1200000
4431,1000000,3324070
4432,250000,18823
4433,145000000,616102924
4434,50000000,331333876
4435,8500000,3180252
4436,1300000,16653
4437,9000000,3440939
4438,100000,20056
4439,40000000,65282732
4440,24000000,70027933
4441,210000000,1104039076
4442,40000000,88069880
4443,8000000,68838736
4444,3000000,82780
4445,70000000,158702748
4446,60000000,457729388
4447,145000000,269806430
4448,110000000,330780051
4449,31000000,164350409
4450,4000000,1158877
4451,165000000,652127828
4452,15000000,123327692
4453,10000000,109144
4454,50000000,156399644
4455,40000000,126069509
4456,9000000,111534881
4457,6000000,6591365
4458,1000000,852399
4459,100000000,243388614
4460,40000000,457507776
4461,18000000,17360801
4462,15000000,36068890
4463,70000,30312
4464,125000000,485004754
4465,50000000,156602194
4466,22000000,94270488
4467,17000000,136890774
4468,100000000,209461378
4469,25000000,55090374
4470,3000000,78948
4471,250000,12848
4472,65000000,39499349
4473,15000000,30138912
4474,11000000,78356170
4475,15000000,34820335
4476,5000000,41824066
4477,750000,59656
4478,70000000,20107933
4479,18000000,270944428
4480,5000000,10537341
4481,1000000,1156309
4482,34000000,348319861
4483,28000000,62108587
4484,20000000,41296320
4485,3000000,1821983
4486,2000000,72277
4487,800000,35688
4488,60000000,111946251
4489,55000000,192903624
4490,10000000,552641
4491,5000000,927074
4492,1600000,242443
4493,70000000,58953319
4494,40000000,149804632
4495,23000000,48531242
4496,950000,78122
4497,500000,1822
4498,70000000,220241723
4499,50000000,76119388
4500,28000000,101379287
4501,15000000,29050
4502,13000000,54837234
4503,5000000,17499242
4504,5000000,6656705
4505,3300000,33474334
4506,2000000,6049171
4507,25000000,38718031
4508,80000000,210253368
4509,50000000,97651543
4510,26000000,41059418
4511,18000000,103215094
4512,5000000,567219
4513,1500000,236863
4514,1000000,9837
4515,30000000,76235001
4516,5000000,103683342
4517,1000000,549185
4518,22000000,19563579
4519,8500000,50334418
4520,300000,177507
4521,130000000,493738435
4522,25000000,29276904
4523,18000000,23910210
4524,5000000,44115496
4525,4000000,373375
4526,170000000,710644566
4527,4000000,57273049
4528,450000,13486
4529,40000000,156553592
4530,16000000,3442853
4531,10000000,3168858
4532,7000000,14618727
4533,125000000,766652288
4534,1100000,2636
4535,132000000,367650911
4536,40000000,105945357
4537,15000000,227773686
4538,1000000,288757
4539,120000000,242981799
4540,36000000,57824533
4541,13200000,54323210
4542,12600000,19054534
4543,5000000,851690
4544,1000000,5797192
4545,550000,9111
4546,140000000,268314513
4547,20000000,8692898
4548,12000000,25514848
4549,250000000,955119788
4550,127000000,356546621
4551,65000000,139840525
4552,14000000,25187026
4553,65000000,163527824
4554,58000000,547326372
4555,50000000,203502372
4556,10000000,27317872
4557,10000000,173613
4558,40000000,196090
4559,20000000,6071433
4560,3000000,4668109
4561,750000,450
4562,11000000,56758138
4563,250000000,1404705868
4564,155000000,440160956
4565,14500000,123709460
4566,15000000,3471
4567,25000,428923
4568,30000000,25199891
4569,70000000,19548419
4570,55000000,259541430
4571,23000000,80171596
4572,5000000,41699612
4573,9000000,2243
4574,3300000,40262
4575,60000000,30396134
4576,6000000,32544
4577,5500000,24956
4578,4900000,17561100
4579,4000000,52819253
4580,30000000,929157
4581,12000000,32248241
4582,9000000,21571189
4583,7000000,35919
4584,4000000,4854356
4585,1300000,288751
4586,108000000,663851905
4587,50000000,15505922
4588,7000000,1732228
4589,94000000,404561724
4590,40000000,570998101
4591,2000000,147299
4592,1000000,15156
4593,17000000,45707924
4594,14000000,12452601
4595,8500000,43528634
4596,7500000,13524
4597,65000000,154362963
4598,5000000,35341814
4599,4000000,760678
4600,180000,17503
4601,190000000,1516748684
4602,30000000,46225326
4603,95000000,534551353
4604,50000000,66961644
4605,35000000,11106
4606,10000000,11894
4607,2000000,20649774
4608,26000000,135436
4609,110000000,295279072
4610,40000000,13644292
4611,10000000,7501132
4612,2300000,14305540
4613,250000,3234
4614,130000000,386069390
4615,40000000,106511453
4616,10000000,13423176
4617,65000000,122519874
4618,22000000,69698495
4619,3000000,379161
4620,11000000,62076141
4621,15000000,61788393
4622,7700000,1080428
4623,50000000,3434330
4624,38000000,107597242
4625,1000000,62561449
4626,150000,7193
4627,30000000,69057415
4628,25000000,129115
4629,22500000,30864649
4630,20000000,17684355
4631,1900000,478595
4632,15000000,17224539
4633,5500000,863895
4634,65000000,233125712
4635,30000000,168832
4636,14500000,565801
4637,10000000,120678444
4638,25000000,101937062
4639,150000000,370742166
4640,29000000,287130801
4641,5000000,7556
4642,1000000,1036
4643,170000000,207283457
4644,35000000,95825125
4645,8000000,53086
4646,600000,3301
4647,110000000,469590832
4648,37000000,24935799
4649,20000000,774905
4650,179000000,181982519
4651,95000000,110623265
4652,74000000,311594032
4653,49000000,105002056
4654,35000000,12819501
4655,10000000,90384306
4656,1500000,113169
4657,300000000,879620923
4658,99000000,250474038
4659,20000000,92217729
4660,175000000,853707581
4661,7000000,18190831
4662,4000000,797439
4663,200000,1165996
4664,68000000,217022588
4665,20000000,43658157
4666,17000000,1973945
4667,26000000,34246770
4668,2000000,45431
4669,120000000,167117548
4670,18000000,41148679
4671,5000000,58978653
4672,2000000,2279959
4673,130000000,518602163
4674,35000000,140949327
4675,75000,8799
4676,90000000,244126300
4677,30000000,94207861
4678,13000000,14999638
4679,12000000,85512300
4680,31000000,100655892
4681,150000000,700868363
4682,33000000,357687
4683,1000000,101531
4684,50000,8374
4685,35000000,45680201
4686,11000000,74056184
4687,9000000,1242
4688,4500000,597989
4689,75000000,105445109
4690,28000000,202043881
4691,13000000,17856688
4692,7000000,2053330
4693,35000000,81967450
4694,28000000,28208085
4695,10000000,54104225
4696,150000,5858
4697,5000000,42844516
4698,3000000,73975239
4699,2000000,10166209
4700,1200000,3048209
4701,850000,3256
4702,48000000,327656424
4703,20000000,66776908
4704,7500000,32572
4705,150000000,123888320
4706,30000000,35579007
4707,12000000,6553186
4708,65000000,221662676
4709,61000000,310697192
4710,53000000,98837872
4711,30000000,78571737
4712,2000000,2791973
4713,1200000,4254
4714,80000000,470751398
4715,40000000,197232734
4716,1000000,12931569
4717,1500000,2105
4718,35000000,61173364
4719,25000000,91116
4720,10000000,314073
4721,34000000,63802928
4722,13000000,38976797
4723,4000000,324218
4724,1000000,6870
4725,74000000,1167245366
4726,40000000,26736665
4727,26000000,33713827
4728,10000000,161097
4729,100000,41753881
4730,58000000,158905324
4731,55000000,75466595
4732,40000000,162610473
4733,15000000,6832542
4734,13000000,36262783
4735,80000000,131234406
4736,14000000,34044909
4737,10000000,78096553
4738,5000000,2368937
4739,2000000,481525
4740,300000,1711
4741,28000000,8592432
4742,20000000,32632668
4743,20000000,14883495
4744,15000000,14947243
4745,18000000,60264805
4746,5000000,98595211
4747,5000000,4816142
4748,12000000,14616
4749,100000000,90420758
4750,28000000,133162752
4751,1000000,26
4752,25000000,28400715
4753,20000000,2246000
4754,20000000,3727746
4755,18000000,42167286
4756,8900000,3324184
4757,160000000,650523427
4758,25000000,52427346
4759,25000000,42642077
4760,20000000,30808558
4761,7000000,103962
4762,450000,42503
4763,187500000,334342692
4764,40000000,33175076
4765,37000000,173567581
4766,215000000,1671640593
4767,8000000,9266180
4768,306000000,2058662225
4769,90000000,249520430
4770,30000000,106030660
4771,100000000,128131571
4772,62000000,145443360
4773,60000000,101134059
4774,50000000,238757137
4775,35000000,50363790
4776,8000000,5531455
4777,80000000,4547660
4778,42000000,182156
4779,30000000,141661
4780,15000000,3454036
4781,7000000,1391410
4782,2700000,8200000
4783,2000000,926
4784,1900000,12444
4785,1000000,17721
4786,560000,8462
4787,168000,29827
4788,5000000,23565072
4789,900000,9097072
4790,180000000,349143061
4791,140000000,154110769
4792,10000000,118557124
4793,14000000,11354230
4794,50000000,69411370
4795,40000000,124827316
4796,18000000,27392196
4797,56000000,386096060
4798,38000000,110678636
4799,36000000,156835197
4800,11500000,99930262
4801,10000000,68220952
4802,140000000,518614384
4803,70000000,48197252
4804,25000000,2976636
4805,5000000,20765353
4806,20000000,19450780
4807,8000000,7315248
4808,5000000,2199
4809,9000000,25077411
4810,60720000,552198479
4811,20000000,46164361
4812,5000000,22178125
4813,3500000,40454520
4814,140000000,133553464
4815,23000000,45121177
4816,20000000,25943792
4817,135000000,245623848
4818,20000000,205445075
4819,20000000,9537120
4820,3500000,29233
4821,170000,169242
4822,13000000,73798720
4823,110000000,171484051
4824,18000000,6841142
4825,250000000,868160194
4826,18000000,91651878
4827,10000000,5437126
4828,150000000,1019922983
4829,60000000,193857962
4830,35000000,24915969
4831,600000,7943
4832,165000000,677541920
4833,125000000,344780046
4834,40000000,158701644
4835,175000000,963901123
4836,31500000,38771262
4837,20000000,54404202
4838,18000000,6784
4839,5000000,3807503
4840,115000000,165149302
4841,3000000,7445044
4842,1500000,510957
4843,20000000,11813410
4844,15000000,20609977
4845,60000000,194058503
4846,28000000,16311335
4847,22000000,64171419
4848,11000000,2124005
4849,175000000,746100054
4850,12700000,49196532
4851,27000000,93469699
4852,4000000,10898293
4853,73000000,352829528
4854,50000000,57261763
4855,35000000,108758521
4856,178000000,542742489
4857,170000000,277442381
4858,250000000,1151684349
4859,9000000,7714549
4860,7000000,10237239
4861,200000000,1022617376
4862,50000000,217196811
4863,165000000,387644286
4864,50000000,23152062
4865,13000000,118888025
4866,7500000,3559803
4867,3000000,5100863
4868,2500000,23014021
4869,45000000,170327930
4870,10000000,16084310
4871,8500000,23311425
4872,47500000,18329653
4873,144000000,229034050
4874,5000000,13099931
4875,185000000,336398312
4876,105000000,403841637
4877,5000000,148868835
4878,3000000,4417983
4879,20000000,61680792
4880,120000000,416197059
4881,20000000,181457297
4882,135000000,532950503
4883,10000000,40055439
4884,3500000,182695
4885,30000000,1769316
4886,29000000,78652395
4887,1000000,354836
4888,75000000,875958307
4889,33000000,75909673
4890,95000000,88725100
4891,55000000,74545591
4892,50000000,83034523
4893,20000000,4754517
4894,10000000,158185073
4895,9000000,2000093
4896,60000000,238552082
4897,10000000,30629507
4898,10000000,150191
4899,45000000,91342494
4900,20000000,433574208
4901,50000000,34301950
4902,35000000,203555567
4903,10000000,37493221
4904,90000000,159762983
4905,70000000,174102281
4906,11900000,24041617
4907,156000000,113611666
4908,110000000,296642834
4909,160000000,433125655
4910,90000000,328675540
4911,40000000,311270008
4912,17000000,5653176
4913,40000000,153060045
4914,10000000,23591043
4915,2100000,3330
4916,60000000,160038407
4917,20000000,73206343
4918,9000000,81831866
4919,1500000,55800987
4920,1500000,2082980
4921,75000000,219572877
4922,35000000,28721408
4923,16800000,7313697
4924,13000000,34916128
4925,5000000,108286422
4926,5000000,9669521
4927,1000000,63014
4928,47000000,203178872
4929,40000000,25863458
4930,40000000,1079040
4931,17000000,42141196
4932,10000000,8457974
4933,180000000,803798342
4934,22500000,30719170
4935,16000000,6248077
4936,9000000,18802255
4937,8500000,75740479
4938,8000000,8370555
4939,150000000,639537208
4940,26700000,3871448
4941,18000000,5823540
4942,12000000,145712897
4943,77500000,90905178
4944,58000000,801029249
4945,50000000,55348693
4946,37000000,99595932
4947,65000000,137768975
4948,29000000,44267641
4949,19000000,140428314
4950,12000000,37584304
4951,200000000,1050988488
4952,36000000,85315070
4953,125000000,240497948
4954,110000000,302211243
4955,75000000,627886287
4956,40000000,44383030
4957,46500000,16149791
4958,38000000,117523786
4959,65000000,21778555
4960,25000000,229518131
4961,4400000,9969237
4962,125000000,61681268
4963,7400000,25863405
4964,85000000,345114933
4965,15000000,18301418
4966,5000000,276841585
4967,40000000,307353906
4968,25000000,189922583
4969,27000,3547
4970,6840000,22273
4971,150000000,785964691
4972,38000000,87098466
4973,150000000,331775766
4974,25000000,40287017
4975,15000000,4892
4976,60000000,20830546
4977,29200000,5278519
4978,21000000,606162
4979,5000000,251359904
4980,25000000,82991460
4981,2000000,35312
4982,127000000,615577068
4983,160000000,1260122363
4984,18000000,42067430
4985,5000000,10744134
4986,120000000,140845191
4987,58000000,100993260
4988,25000000,23190697
4989,125000000,492557218
4990,110000000,167918847
4991,250000000,1237444462
4992,36000000,1480089
4993,90000000,10020889
4994,12000000,15668012
4995,10000000,3565109
4996,30000000,184075552
4997,20000000,43326383
4998,18000000,33907844
4999,200000000,858470006
5000,23000000,58807172
5001,22000000,35409686
5002,10000000,45921140
5003,60000000,169740988
5004,230000000,776037086
5005,43000000,45095823
5006,45000000,54855235
5007,20000000,41015970
5008,217000000,568923844
5009,34000000,139359078
5010,75000000,823755831
5011,40000000,30576502
5012,1100000,27561
5013,60000000,197242826
5014,24000000,78714211
5015,175000000,638087983
5016,152000000,225986078
5017,12000000,19379463
5018,180000000,52573132
5019,150000000,235907054
5020,28000000,69290699
5021,50000000,27366288
5022,30000000,23095325
5023,1000000,130874
5024,30000000,48048527
5025,4000000,36630
5026,195000000,397644453
5027,5000000,17250101
5028,80000000,310940997
5029,55000000,376856949
5030,40000000,166893990
5031,185000000,561137727
5032,175000000,140012608
5033,42000000,57850343
