,production_budget,worldwide_gross
1373,25000000,24355762
1374,16000000,15980376
1375,2000000,10672492
1376,90000000,259736090
1377,60000000,39235486
1378,50000000,257805243
1379,23000000,112036870
1380,25000000,91036760
1381,15000000,10845127
1382,15000000,8735529
1383,95000000,65700000
1384,20000000,47881663
1385,15000000,35007180
1386,40000000,161838076
1387,10000000,1638202
1388,90000000,191200000
1389,65000000,128874043
1390,45000000,113916474
1391,4000000,27786849
1392,4000000,267972
1393,43000000,62063972
1394,29000000,45336404
1395,8000000,28674417
1396,3000000,30438635
1397,3500000,886410
1398,62000000,127630030
1399,15000000,27709625
1400,14000000,12591270
1401,6000000,10619770
1402,58000000,59431365
1403,31000000,68079671
1404,15000000,40862054
1405,10000000,5241315
1406,103000000,457683805
1407,34000000,14291999
1408,7000000,18642318
1409,3300000,5422740
1410,1300000,609042
1411,1000000,428535
1412,127500000,356148063
1413,18000000,29934477
1414,16000000,119739110
1415,120000000,549588516
1416,55000000,71189835
1417,2000000,121807
1418,55000000,304599899
1419,40000000,19417182
1420,10000000,2373937
1421,5000000,16628751
1422,4500000,7389233
1423,80000000,9103630
1424,75000000,36751979
1425,53012938,107190108
1426,16000000,21799652
1427,2500000,1687548
1428,42000000,227793915
1429,51000000,149270999
1430,150000,110719
1431,110000000,215300000
1432,120000000,328711434
1433,76000000,35129610
1434,60000000,71719931
1435,24000000,32662299
1436,24000000,12372410
1437,65000000,69688384
1438,19000000,277200000
1439,1200000,2509344
1440,75000000,296339717
1441,250000,1157672
1442,15000000,5217498
1443,90000000,288693989
1444,30000000,133946923
1445,20000000,18250106
1446,19000000,15911332
1447,84000000,166307945
1448,33000000,47267829
1449,24000000,27732366
1450,9000000,13061935
1451,2500000,9598
1452,1000000,1179462
1453,75000000,213500000
1454,65000000,62761005
1455,35000000,33771965
1456,15000000,213514672
1457,10000000,83593107
1458,35000000,85911226
1459,3000000,38236338
1460,1000000,10037390
1461,40000000,30199105
1462,23000000,13019253
1463,10000000,90453550
1464,40000,277233
1465,103300000,232643008
1466,500000,1167524
1467,60000000,47371191
1468,35000000,15471969
1469,16000000,6615452
1470,225000,1032075
1471,15000000,38574362
1472,12500000,45557491
1473,8000000,10192613
1474,1000000,12996
1475,6000000,20695413
1476,30000000,136706683
1477,9000000,3134509
1478,1000000,2022442
1479,90000000,106000000
1480,38000000,58394308
1481,800000,371647
1482,300000,2652515
1483,80000000,58270391
1484,80000000,33463969
1485,32000000,82339483
1486,1200000,10827356
1487,28000000,31320293
1488,11000000,13719474
1489,9000000,17804273
1490,5000000,109273197
1491,3000000,39852
1492,48000000,90376224
1493,40000000,55696705
1494,20000000,2282710
1495,2000000,11546543
1496,65000000,10014234
1497,22000000,13555988
1498,15000000,47721314
1499,5250000,20097
1500,42000,342722
1501,600000,173599
1502,50000000,39778599
1503,20000000,96147688
1504,13000000,62452927
1505,200000,1161843
1506,50000000,50054511
1507,40000000,90717684
1508,40000000,40435694
1509,10000000,1953882
1510,6800000,927107
1511,123000000,345141403
1512,82000000,96024898
1513,35000000,53425292
1514,30000000,103284813
1515,85000000,66941559
1516,73243106,248099143
1517,13500000,11732088
1518,9500000,59675307
1519,7000000,35795319
1520,80000000,29725663
1521,18000000,21361109
1522,12000000,6982680
1523,8000000,4714090
1524,2000000,2419669
1525,100000000,169296573
1526,65000000,374105123
1527,25000000,152500343
1528,13000000,73180297
1529,6000000,10557291
1530,43000000,80013623
1531,10000000,44567606
1532,85000000,427230516
1533,80000000,66554547
1534,60000000,124715863
1535,45000000,213420951
1536,45000000,18120267
1537,28000000,33000377
1538,26000000,75763814
1539,10000000,5149131
1540,4000000,75078
1541,48000000,208300000
1542,13000000,1375635
1543,8000000,8279017
1544,30000000,38462071
1545,22000000,55762229
1546,45000000,29406132
1547,28000000,94728529
1548,18500000,4221341
1549,14000000,10397365
1550,10000000,20384136
1551,40000000,145238250
1552,16000000,43057552
1553,13500000,892506
1554,13000000,3058380
1555,115000000,559757719
1556,53000000,54207112
1557,49000000,72689126
1558,10350000,174201661
1559,500000,7890
1560,40000000,65754228
1561,30000000,71172251
1562,10000000,44451470
1563,75000000,5409517
1564,62000000,18708848
1565,90000000,347425832
1566,30000000,165334774
1567,26000000,16521410
1568,85000000,96971293
1569,33000000,79958599
1570,5000000,39723096
1571,250000,1366235
1572,50000,2335352
1573,38000000,57753825
1574,25000000,5516708
1575,6000000,27958191
1576,35000000,197692062
1577,23000000,38684906
1578,18000000,27491653
1579,11000000,13558739
1580,2000000,20883834
1581,98000000,435040395
1582,2000000,76654
1583,60000000,200700000
1584,45000000,141189101
1585,25000000,281527158
1586,25000000,39393111
1587,15000000,14249005
1588,105000000,10364769
1589,72000000,54616869
1590,8000000,19585
1591,5000000,6755271
1592,45000000,104505362
1593,28000000,77477297
1594,23000000,21973182
1595,12000000,17292381
1596,53000000,179209685
1597,50000000,491812794
1598,38000000,29544532
1599,151500000,449239855
1600,40000000,16172200
1601,30000000,83282296
1602,28000000,105159085
1603,3000000,68452128
1604,1000000,852206
1605,25000000,36833473
1606,10000,94596
1607,4300000,10158355
1608,94000000,273330185
1609,1800000,3050934
1610,72000000,176101721
1611,38000000,206512310
1612,16000000,28734552
1613,90000000,235900000
1614,13000000,19929123
1615,3500000,3293258
1616,40000000,27053815
1617,38000000,19317765
1618,14000000,4288246
1619,13000000,22391450
1620,700000,1140965
1621,85000000,450728529
1622,6000000,1290920
1623,1000000,2684207
1624,68000000,113542091
1625,18000000,141809235
1626,5000000,5476060
1627,2100000,1381824
1628,93000000,365900000
1629,46000000,160648493
1630,12000000,450594
1631,6000000,3747270
1632,5500000,8761608
1633,100000000,362211740
1634,400000,44452
1635,90000000,186049020
1636,80000000,147080413
1637,80000000,98341932
1638,3000000,9981635
1639,15000000,11919578
1640,48000000,50315140
1641,57000000,62097495
1642,48000000,86607223
1643,35000000,13601109
1644,6500000,64148
1645,1000000,113433
1646,28000000,8434601
1647,26000000,18496522
1648,22000000,33762400
1649,17000000,19693891
1650,13000000,5002310
1651,10000000,58939035
1652,5000000,16017403
1653,1000000,17127
1654,87000000,350100280
1655,22000000,25873142
1656,42000000,56331864
1657,12000000,622273
1658,10000000,19860259
1659,10000,673780
1660,40000000,70836296
1661,35000000,28906817
1662,100000,1358
1663,22000000,22861785
1664,21000000,43728560
1665,22000000,6047691
1666,8500000,4273372
1667,50000000,104488383
1668,31000000,30885781
1669,28000000,60780981
1670,2000000,1075504
1671,70000000,13596911
1672,30000000,286500000
1673,17000000,207765056
1674,1500000,1619602
1675,60000000,20541668
1676,47000000,29781453
1677,35000000,68712365
1678,10000000,8378853
1679,19000000,68467960
1680,18000000,23889158
1681,10000000,4690802
1682,10000000,226792
1683,4500000,7503672
1684,22000000,14252830
1685,16000000,30987695
1686,7000000,23393939
1687,41000000,100622586
1688,137000000,85131830
1689,4000000,10097096
1690,125000000,974755371
1691,6000000,2522928
1692,90000000,143049560
1693,35000000,33422806
1694,11000000,14786394
1695,1000000,3575308
1696,1700000,42137871
1697,40000000,58855732
1698,38000000,623374
1699,30000000,17865209
1700,24000000,29823162
1701,13000000,122244329
1702,75000000,71523271
1703,11000000,25116103
1704,70000000,202726605
1705,28000000,71430876
1706,15000000,62401343
1707,7000000,4720371
1708,5500000,15155021
1709,109000000,887210985
1710,78000000,317668058
1711,72000000,37306334
1712,38000000,24515990
1713,25000000,102992536
1714,12000000,31222395
1715,109000000,87683966
1716,48000000,70937778
1717,35000000,24405825
1718,18000000,41300105
1719,4000000,43766463
1720,95000000,159691085
1721,22000000,92542418
1722,7500000,10834406
1723,13000000,8130727
1724,11000000,4814244
1725,500000,1250798
1726,70000000,114658262
1727,17000000,95092667
1728,160000,32092
1729,70000000,60279822
1730,65000000,172825854
1731,32000000,116898028
1732,42000000,56438555
1733,40000000,75389090
1734,15000000,1405032
1735,11000000,46060915
1736,10000000,17033556
1737,70702619,408269295
1738,16000000,40363530
1739,3000000,19184820
1740,2000000,3438804
1741,70000000,33076815
1742,36000000,102226631
1743,20000000,109862682
1744,12000000,57000000
1745,12000000,2326407
1746,1200000,23046142
1747,60000000,82150183
1748,60000000,30063805
1749,35000000,30307804
1750,4500000,92723
1751,1200000,27025600
1752,1100000,247740
1753,139000000,821706375
1754,16000000,14839383
1755,10000000,6244618
1756,140000000,441767803
1757,30000000,62432423
1758,25000000,16425701
1759,1500000,9345061
1760,85000000,78948765
1761,65000000,386116343
1762,35000000,103787401
1763,5000000,33649881
1764,54000000,154338601
1765,12000000,12516222
1766,1500000,119841
1767,50000000,8374062
1768,48000000,196308367
1769,26000000,38788828
1770,22000000,80491516
1771,40000000,7974607
1772,78000000,206455420
1773,14000000,25608779
1774,12000000,4606284
1775,60000000,165890634
1776,50000000,56643267
1777,5000000,374890034
1778,1500000,12412889
1779,40000000,14448589
1780,18000000,676698
1781,14000000,16951798
1782,400000,1600566
1783,45000000,8488871
1784,42000000,63781100
1785,6000000,39241323
1786,6000000,4316497
1787,115000000,656695615
1788,27000000,130759651
1789,5500000,56653
1790,1500000,1840248
1791,15000000,8378141
1792,80000000,106515310
1793,46000000,113622499
1794,38000000,50970660
1795,3000000,3705923
1796,2100000,313436
1797,68000000,193500000
1798,25000000,40796145
1799,40000000,22433915
1800,10000000,34364995
1801,35000000,16830252
1802,60000000,54994757
1803,20000000,5345869
1804,18500000,32531759
1805,3500000,18495444
1806,115000000,77628265
1807,84000000,276294164
1808,60000000,214357371
1809,12000000,1779284
1810,102000000,358824714
1811,80000000,245800000
1812,15600000,13771817
1813,5600000,3281898
1814,50000000,171269535
1815,10000000,13684949
1816,250000,4613482
1817,70000000,69157016
1818,27000000,73826768
1819,38000000,119721296
1820,8000000,16585503
1821,30000000,36722311
1822,120000000,166000000
1823,90000000,65716126
1824,300000,2066892
1825,150000,3270128
1826,63000000,292738626
1827,20000000,16988996
1828,85000000,78353508
1829,70000000,25852508
1830,15000000,52461017
1831,80000000,98983590
1832,14000000,25873145
1833,7500000,4239767
1834,50000000,119114494
1835,41000000,245768384
1836,13500000,29027914
1837,100000000,7094995
1838,30000000,51618420
1839,25000000,14805812
1840,12000000,52223306
1841,29000000,20146150
1842,20000000,12398628
1843,40000000,13208023
1844,70000000,267200000
1845,50000000,26199517
1846,800000,881950
1847,25000000,13973532
1848,12000000,77063461
1849,9000000,4777465
1850,7500000,206400
1851,70000000,14294842
1852,55000000,1807990
1853,35000000,29882645
1854,30000000,6916869
1855,19000000,274949886
1856,10000000,38067218
1857,8000000,42376425
1858,4000000,9413956
1859,60000000,104429625
1860,38000000,182365114
1861,21000000,6830957
1862,15300000,7000000
1863,950000,814666
1864,13000000,28972187
1865,200000,174682
1866,200000,162605
1867,48000000,248218486
1868,27000000,5204007
1869,25000000,12219367
1870,7000000,2703821
1871,3000000,7777790
1872,20000000,68349884
1873,15000000,22723
1874,12000000,56131239
1875,9000000,184255
1876,5000000,79282312
1877,825000,1500711
1878,18000000,43308707
1879,25000000,24591031
1880,21000000,43928932
1881,16000000,21657770
1882,15000000,19344615
1883,15000000,12419700
1884,10000000,598645
1885,8000000,28315272
1886,4000000,11799060
1887,3000000,58240487
1888,100000000,878979634
1889,25000000,19233280
1890,15500000,1693000
1891,1800000,5719000
1892,750000,47329
1893,350000,9118
1894,142000000,431942139
1895,20000000,26348203
1896,12500000,16193713
1897,10000000,33526835
1898,100000000,91800000
1899,47000000,14970038
1900,40000000,12624471
1901,17000000,16140842
1902,7000000,16866928
1903,45000000,66790248
1904,43000000,63078756
1905,11000000,19947280
1906,80000000,183354514
1907,15000000,37659652
1908,12500000,33436931
1909,500000,308793
1910,60000000,67312826
1911,55000000,163838217
1912,30000000,107054484
1913,20000000,56398162
1914,1000000,703
1915,94000000,934699645
1916,12500000,23367586
1917,4500000,25344490
1918,97000000,183124621
1919,60000000,199043309
1920,25000000,60694737
1921,7500000,11843260
1922,6000000,267194
1923,52000000,355612291
1924,45000000,31681811
1925,35000000,111854182
1926,30000000,306771047
1927,25000000,97030468
1928,10000000,1562800
1929,4000000,17639
1930,1000000,213137
1931,29000000,33013805
1932,170000000,433058296
1933,55000000,126425115
1934,54000000,7126002
1935,60000000,90723216
1936,20000000,17430594
1937,3300000,32059295
1938,14000000,274299
1939,7000000,47289758
1940,26000000,90396664
1941,11000000,24150550
1942,500000,1111615
1943,30000000,6460758
1944,125000000,407711549
1945,15000000,55534455
1946,10000000,1011054
1947,1000000,475367
1948,60000000,80767884
1949,25000000,125339088
1950,80000000,182782518
1951,20000000,140122225
1952,7000000,719699
1953,1000000,703020
1954,55000000,12923936
1955,50000000,28920188
1956,24000000,86765463
1957,15000000,12262065
1958,25000000,56434942
1959,10000000,1641788
1960,4000000,563711
1961,50000000,55489826
1962,20000000,131945303
1963,5800000,421021
1964,5500000,1060512
1965,2500000,2013052
1966,500000,9470209
1967,103000,16137
1968,55000000,47213095
1969,25000000,58240458
1970,20000000,6882696
1971,4500000,1022649
1972,68000000,75685268
1973,15000000,14933713
1974,5900000,3895664
1975,1200000,58936
1976,85000000,74132631
1977,50000000,42598498
1978,35200000,38283765
1979,800000,2900578
1980,1200000,3700000
1981,36000000,43797731
1982,25000000,35990505
1983,11000000,97837138
1984,3000000,2255000
1985,7800000,24021282
1986,52000000,23010607
1987,9000000,12657377
1988,6000000,18504539
1989,28000000,39134983
1990,20000000,71232214
1991,15000000,34499204
1992,4500000,4556982
1993,28000000,82183683
1994,20000000,5694213
1995,17500000,325491
1996,15000000,12212417
1997,15000000,220944
1998,4000000,3816594
1999,35000000,11559747
2000,17000000,23734486
2001,150000000,427300260
2002,140000000,456810575
2003,18000000,62646763
2004,1100000,81371
2005,150000000,738576929
2006,81000000,484468608
2007,94000000,936429370
2008,60000000,176262839
2009,10000000,28649556
2010,76000000,236410607
2011,5500000,6148823
2012,4300000,39374600
2013,26000000,160822438
2014,75000000,50409753
2015,30000000,26214846
2016,25000000,55443032
2017,7000000,196067
2018,5000000,121016
2019,137000000,245229234
2020,30000000,15358583
2021,12000000,4922166
2022,9000000,454255
2023,120000000,227200000
2024,8000000,82955633
2025,50000000,178890782
2026,50000000,88316835
2027,1750000,634803
2028,75000000,85632458
2029,20000000,164675402
2030,6500000,6173485
2031,5400000,8133256
2032,45000000,247950247
2033,32000000,220236410
2034,130000000,273271982
2035,45000000,163126676
2036,16000000,14108518
2037,10000000,14156753
2038,2000000,37227
2039,7500000,555335
2040,90000000,157092943
2041,86000000,148715342
2042,40000000,167851995
2043,15000000,353743
2044,4000000,146402
2045,70000000,207154748
2046,30000000,156822020
2047,26000000,68613992
2048,25000000,114576403
2049,2000000,8685632
2050,2000000,9505996
2051,41000000,22108977
2052,20000000,1646664
2053,14000000,15549702
2054,1000000,839145
2055,25000000,119923801
2056,5000000,894030
2057,500000,254293
2058,60000000,164285587
2059,5000000,25913869
2060,125000000,634954103
2061,30000000,47902566
2062,22000000,95708457
2063,18000000,13203044
2064,1000000,1492895
2065,85000000,80831893
2066,40000000,10070651
2067,35000000,32738814
2068,18000000,57490024
2069,11000000,4234355
2070,2500000,12267275
2071,19000000,101564935
2072,500000,13134
2073,60000000,121327628
2074,55000000,176469428
2075,17000000,45312217
2076,7000000,13767816
2077,6000000,181798
2078,70000000,123954323
2079,17000000,9438074
2080,9000000,107967319
2081,300000,3571253
2082,12000000,23693646
2083,60000000,11427090
2084,45000000,155200000
2085,35000000,53293628
2086,8000000,524747
2087,3000000,10051516
2088,6000000,3456602
2089,56000000,195660942
2090,7000000,17005466
2091,800000,58163
2092,250000,3809226
2093,78000000,179265204
2094,1900000,1445140
2095,500000,19800
2096,135000000,212912137
2097,80000000,54540662
2098,300000,7808524
2099,109000000,133818283
2100,40000000,141484812
2101,20000000,59667625
2102,90000000,155750628
2103,80000000,26703184
2104,65000000,38253433
2105,18000000,77147031
2106,4000000,11131455
2107,2000000,17403168
2108,5600000,74566042
2109,29000000,97413527
2110,4000000,117085297
2111,2000000,1660865
2112,1500000,30351664
2113,80000000,266685242
2114,55000000,63537164
2115,27000000,1545064
2116,12000000,43281552
2117,94000000,1141403341
2118,65000000,141205169
2119,16500000,16157923
2120,10000000,93074616
2121,1300000,90213
2122,5000000,64240813
2123,100000000,95255485
2124,80000000,165173909
2125,60000000,98819789
2126,40000000,190212113
2127,15000000,3396508
2128,4000000,63180
2129,7000,900
2130,23000000,19123851
2131,75000000,371917043
2132,60000000,102332848
2133,22000000,20034713
2134,3000000,6879730
2135,42000000,173044410
2136,40000000,46176322
2137,10000000,6491969
2138,24000000,16980098
2139,13000000,95638592
2140,2000000,15396525
2141,50000000,6626115
2142,8000000,50811858
2143,850000,865708
2144,500000,1971479
2145,110000000,76482461
2146,60000000,99823958
2147,56000000,47313824
2148,30000000,29356757
2149,10000000,42776032
2150,2000000,11234552
2151,75000000,196320329
2152,39000000,6429865
2153,26000000,14469428
2154,25000000,20718223
2155,15000000,33118854
2156,10400000,1610194
2157,25000000,622341924
2158,50000000,40119848
2159,8500000,7573551
2160,6400000,79384539
2161,5000000,96760
2162,30000000,21577076
2163,20000000,16612072
2164,16000000,11540112
2165,12500000,69826708
2166,6700000,223878
2167,35000000,116177695
2168,12000000,92863945
2169,28000000,103452875
2170,20000000,72703462
2171,20000000,8361736
2172,35000000,77392139
2173,35000000,37066129
2174,25000000,181185387
2175,20000000,5918742
2176,130000000,796688549
2177,55000000,153535982
2178,33000000,54533774
2179,20000000,8047525
2180,60000000,130968579
2181,30000000,96439723
2182,8500000,30298347
2183,3400000,493905
2184,32000000,29948322
2185,30000000,16910708
2186,20000000,14566246
2187,18000000,130953026
2188,17000000,2694071
2189,78000000,108086731
2190,60000000,170200225
2191,92000000,614726752
2192,40000000,35195939
2193,150000000,484161265
2194,9000000,12512317
2195,70000000,937008132
2196,125000000,556319450
2197,50000000,49928680
2198,16000000,14553807
2199,5000000,10206551
2200,10000,1987
2201,28000000,64474705
2202,18000000,65842412
2203,18000000,16959614
2204,15000000,5953886
2205,4000000,10941801
2206,100000,110536
2207,60000000,217670152
2208,30000000,21758371
2209,7500000,1788324
2210,780000,1310470
2211,500000,55518641
2212,400000,1162014
2213,110000000,72004159
2214,75000000,218673959
2215,30000000,167791704
2216,20000000,111448997
2217,6000000,221148959
2218,72000000,62176754
2219,30000000,116025023
2220,15000000,18524496
2221,200000000,783705001
2222,12000000,31286759
2223,170000000,300150546
2224,40000000,21215882
2225,800000,62544
2226,65000,22233808
2227,90000000,203877963
2228,105000000,348629585
2229,19000000,70164105
2230,4600000,3479302
2231,3200000,14441158
2232,100000000,82145379
2233,85000000,288587450
2234,6500000,1033810
2235,2500000,36028802
2236,80000000,96148711
2237,71682975,257641634
2238,55000000,28231444
2239,9000000,18225165
2240,30000000,61950770
2241,15000000,14811980
2242,7000,841926
2243,65000000,132397389
2244,70000000,172543519
2245,20000000,28762690
2246,78000000,43957541
2247,30000000,65121280
2248,500000,1348750
2249,27000000,8712564
2250,25000000,70326393
2251,20000000,9355369
2252,17000000,177535958
2253,10000000,630427
2254,23000000,12291975
2255,12000000,17322212
2256,92000000,23911362
2257,35000000,22913677
2258,30000000,26323969
2259,25000000,31635150
2260,6800000,9533964
2261,25000000,89476265
2262,10000000,9408183
2263,2600000,3292333
2264,70000000,49730854
2265,35000000,41666476
2266,30000000,21827296
2267,1400000,56073
2268,50000000,117211892
2269,40000000,463730
2270,30000000,10419084
2271,5000000,30332385
2272,1000000,227241
2273,50000000,125168734
2274,45000000,61475984
2275,200000,346106
2276,11000000,13353855
2277,170000000,319090241
2278,110000000,362989076
2279,50000000,34806726
2280,2000000,105377
2281,400000,31425
2282,40000000,118097882
2283,20000000,50948811
2284,18000000,14488705
2285,10000000,70527
2286,17000000,109793192
2287,10000000,187281115
2288,5000000,8655397
2289,200000,439651
2290,40000000,124823094
2291,20000000,14603001
2292,1200000,103880027
2293,120000000,107212751
2294,100000000,96221971
2295,50000000,208094550
2296,400000,46122713
2297,45000000,122071435
2298,100000000,331323410
2299,30000000,142051255
2300,5000000,40311842
2301,155000000,167297191
2302,50000000,96469187
2303,7500000,3347647
2304,55000000,69759296
2305,5500000,83529758
2306,40000000,92111551
2307,26000000,28703083
2308,57000000,38329114
2309,50000000,263894551
2310,29000000,24716190
2311,25000000,115036108
2312,11000000,13000959
2313,7000000,7017859
2314,30000000,231928227
2315,110000000,208370892
2316,100000000,212956024
2317,75000000,54344321
2318,75000000,34009180
2319,24000000,8292914
2320,13300000,39686345
2321,10000000,290875
2322,60000000,516567575
2323,55000000,154017885
2324,17500000,36521223
2325,45000000,48563556
2326,10600000,34409206
2327,30000000,18765585
2328,26000000,63489752
2329,40000000,158527918
2330,25000000,41560117
2331,45000000,17492014
2332,5500000,8589831
2333,750000,229250
2334,65000000,56409722
2335,45000000,76665507
2336,30000000,89955540
2337,30000000,36040895
2338,20000000,98114471
2339,425000,12604
2340,25000000,123696741
2341,20000000,8178569
2342,5000000,83356
2343,70000,4930
2344,80000000,6300451
2345,32000000,88978458
2346,25000000,5654777
2347,55000000,53913573
2348,100000000,59918422
2349,75000000,221594911
2350,15000000,33508485
2351,13500000,93631744
2352,50000000,22099706
2353,35000000,25114901
2354,5500000,50458356
2355,88000000,105021488
2356,25000000,13424365
2357,1000000,3553253
2358,50000000,161941727
2359,25000000,25732334
2360,20000000,10468867
2361,1000000,3700
2362,60000000,101382396
2363,35000000,102115888
2364,3500000,96793
2365,3000000,6239723
2366,1500000,1126258
2367,25000000,38351350
2368,20000000,67192859
2369,15000000,47175038
2370,75000000,94944017
2371,56000000,198006880
2372,28500000,15452978
2373,4600000,3099369
2374,72000000,96947540
2375,60000000,310043823
2376,1600000,3264
2377,1500000,58692
2378,18500000,109175673
2379,2000000,466106
2380,2000000,2226603
2381,90000000,162753837
2382,25000000,41921590
2383,25000000,4049527
2384,20000000,375474
2385,15500000,517262
2386,60000000,71073932
2387,45000000,102746214
2388,1400000,1261792
2389,30000,82698
2390,53000000,109848461
2391,12000000,19287485
2392,6800000,49526
2393,5200000,1695126
2394,1100,181041
2395,30000000,197593152
2396,1500000,11191423
2397,45000000,155931301
2398,45000000,55842724
2399,43000000,49037621
2400,27000000,16566235
2401,6500000,11745931
2402,500000,9387581
2403,115000000,848998877
2404,82000000,190320568
2405,75000000,556559566
2406,2500000,1269705
2407,110000000,218853353
2408,35000000,70064800
2409,7303082,101173038
2410,300000,10514
2411,150000000,359142722
2412,10000000,19535005
2413,2000000,9615464
2414,1700000,4727375
2415,50000000,144110682
2416,80000000,131159306
2417,18975000,47751015
2418,3400000,133276359
2419,1700000,661221
2420,700000,4857731
2421,132000000,606836535
2422,10000000,92094360
2423,1800000,1322161
2424,200000,6260
2425,20000000,30491379
2426,7000000,56586901
2427,1125000,18673274
2428,25000000,18991288
2429,5000,1338
2430,150000000,475825484
2431,40000000,283218368
2432,300000,87264
2433,250000,237816
2434,120000000,163018913
2435,35000000,33500620
2436,7000000,20940428
2437,2800000,23591783
2438,250000,191862
2439,138000000,76416746
2440,35000000,83109359
2441,35000000,58405313
2442,145000000,121671925
2443,40000000,50071069
2444,20000000,102034104
2445,87500000,330717080
2446,60000000,49473093
2447,350000,1772979
2448,30000000,3252550
2449,35000000,64188387
2450,26000000,177344230
2451,26000000,96666486
2452,80000000,105299638
2453,30000000,27147991
2454,9000000,1069318
2455,25500000,86301599
2456,30000000,18535575
2457,20000000,10393696
2458,18000000,144529078
2459,200000,44701
2460,40000000,46666955
2461,180000000,720539572
2462,85000000,161510853
2463,20000000,27836366
2464,13900000,177012173
2465,1300000,329621
2466,58000000,100687083
2467,42000000,60437727
2468,25000000,881745
2469,20000000,8284331
2470,4000000,1919197
2471,1000000,15943081
2472,1000000,1549000
2473,65000000,26670920
2474,55000000,214392904
2475,32000000,61477797
2476,30000000,114770654
2477,10000000,17433072
2478,8000000,446438
2479,1600000,129319
2480,1500000,172569
2481,50000000,41982227
2482,39000000,40319440
2483,25000000,15468266
2484,12000000,994790
2485,7000000,49924079
2486,4000000,973613
2487,3000000,4655
2488,110000000,486124090
2489,50000000,69425966
2490,27000000,13174426
2491,24000000,237814327
2492,24000000,1696765
2493,2850000,6435262
2494,400000,423
2495,54000000,50719373
2496,50000000,22969202
2497,25000000,1415656
2498,18000000,37048526
2499,70000000,54612337
2500,32000000,39498360
2501,30000000,23676771
2502,15000000,16829464
2503,7500000,11758418
2504,6500000,2025032
2505,500000,4134
2506,80000000,141475336
2507,20000000,15466961
2508,5000000,152925093
2509,55000000,366784257
2510,20000000,55686944
2511,7000000,25269040
2512,2000000,691880
2513,80000000,260700012
2514,75000000,77636443
2515,12000000,28915761
2516,65000000,58545540
2517,28000000,126549607
2518,22000000,57520063
2519,150000000,896911078
2520,29000000,187707495
2521,50000000,92690959
2522,45000000,72359917
2523,40000000,31670620
2524,22000000,9448623
2525,60000000,10597070
2526,40000000,92256918
2527,30000000,92494381
2528,22000000,45273464
2529,207000000,550517357
2530,15000000,13454474
2531,45000000,32952995
2532,18000000,92357499
2533,140000000,203018919
2534,60000000,135015330
2535,16000000,2814566
2536,75000000,131492772
2537,8000000,19891331
2538,70000000,88933562
2539,30000000,26184400
2540,1100000,29005064
2541,15000000,87973835
2542,10000000,17300838
2543,15000000,909822
2544,2160000,37865
2545,12000000,43924923
2546,5600000,7009668
2547,2700000,31517561
2548,2400000,500296
2549,30000,103509
2550,35000000,46309644
2551,10000000,14321070
2552,45000000,43343247
2553,30000000,42799060
2554,17500000,109843390
2555,45000000,113417762
2556,10000000,11924041
2557,1000000,16553163
2558,40000000,137047376
2559,25000000,128745578
2560,14200000,543306
2561,7900000,3129471
2562,5300000,29197694
2563,4750000,3061763
2564,1600000,145382
2565,52000000,205727307
2566,15000000,11599903
2567,10000000,3260179
2568,15000,195254
2569,400000,2797199
2570,40000000,120455994
2571,20000000,85146165
2572,4200000,33913542
2573,3500000,113783
2574,20000000,28058652
2575,17000000,9729088
2576,10000000,63320521
2577,3000000,11537539
2578,15000000,67215435
2579,45000000,65595141
2580,30000000,30962112
2581,22000000,23134075
2582,12000000,22978953
2583,3000000,12051924
2584,149000000,179357126
2585,18000000,261443242
2586,9400000,87226613
2587,3700000,3355048
2588,50000000,130214162
2589,25000000,55279608
2590,13000000,2898225
2591,7500000,40016662
2592,3000000,95204
2593,50000000,185798265
2594,20000000,23187506
2595,17000000,15680099
2596,2900000,3127472
2597,500000,602789
2598,75000000,651899282
2599,70000000,35417162
2600,17000000,21170563
2601,15250000,12930343
2602,2500000,497195
2603,450000,4243996
2604,4500000,23471871
2605,73000000,162870525
2606,51000000,118583844
2607,8000000,12740705
2608,7000000,57051053
2609,4000000,10770993
2610,2000000,1985292
2611,80000000,99010667
2612,40000000,178710620
2613,950000,8267066
2614,60000000,78080697
2615,50000000,94704227
2616,17000000,16510971
2617,1000000,884
2618,55000000,87524497
2619,20000000,30399714
2620,18000000,77635035
2621,9600000,5256839
2622,8000000,18959424
2623,3000000,11322573
2624,12000,1336
2625,10000,138711
2626,150000000,397501348
2627,30000000,35869934
2628,20000000,5313608
2629,15000000,8224998
2630,14000000,30443277
2631,8000000,973443
2632,9000000,16235738
2633,125000000,767820459
2634,80000000,343397247
2635,8000000,18828036
2636,1000000,52769915
2637,210000000,459359555
2638,7000,71644
2639,25000000,3605420
2640,12000000,196857
2641,5000000,6590172
2642,4800000,82241110
2643,25000000,119295584
2644,90000000,289660619
2645,16000000,50517763
2646,14000000,14121177
2647,10000000,38364855
2648,3000000,252726
2649,85000000,157794205
2650,60000000,147985373
2651,40000000,114830111
2652,32000000,99296462
2653,500000,3177636
2654,82500000,237685089
2655,10000000,32430721
2656,2000000,5361
2657,232000000,374085065
2658,2000000,2077844
2659,1000000,1849392
2660,250000,51540
2661,35000000,326073155
2662,35000000,65063726
2663,30000000,65390493
2664,27000000,55495466
2665,6500000,18110152
